"wa_id","mal_id","title","work_type","genre","release","score","top_place"
2426,394,"Все оттенки синевы [ТВ-2] []","ТВ (12 эп. + спэшл), 25 мин.","комедия, романтика, повседневность","c 13.10.2003 по 29.12.2003",7.9,1079
2427,1638,"Приключения Питера Пена [Adventures of Peter Pan]","ТВ (41 эп. + 2 спэшла), 25 мин.","приключения, фэнтези","c 15.01.1989 по 24.12.1989",7.3,2412
2428,4876,"Беги, Мелос! (фильм) [Run Melos! (1992)]","полнометражный фильм, 110 мин.","приключения, драма","18.07.1992",8.4,""
2430,14735,"Детектив Конан (фильм 17) [Detective Conan: Private Eye in the Distant Sea]","полнометражный фильм, 110 мин.","приключения, детектив","20.04.2013",7.9,1611
2431,231,"Мико из утреннего тумана [Shrine of the Morning Mist]","ТВ (26 эп.), 12 мин.","приключения, махо-сёдзё, комедия","c 04.07.2002 по 26.12.2002",6.5,3716
2432,882,"Отчет о буйстве духов (фильм первый) [Yu Yu Hakusho: The Movie]","короткометражный фильм, 25 мин.","приключения, фэнтези","10.07.1993",7.0,2970
2433,883,"Отчет о буйстве духов (фильм второй) [Yu Yu Hakusho: The Movie - Poltergeist Report]","полнометражный фильм, 95 мин.","приключения, фэнтези","09.04.1994",7.4,2310
2434,1444,"Сол Бьянка: Сокровища погибших планет [Sol Bianca: The Legacy]","OVA (6 эп.), 30 мин.","приключения, фантастика, меха","c 24.09.1999 по 06.10.2000",6.8,3586
2435,1045,"Те, кто охотятся на эльфов [Those Who Hunt Elves]","ТВ (12 эп.), 25 мин.","приключения, комедия, фэнтези","c 04.10.1996 по 20.12.1996",7.8,1265
2436,1046,"Те, кто охотятся на эльфов II [Those Who Hunt Elves II]","ТВ (12 эп.), 25 мин.","приключения, комедия, фэнтези","c 02.10.1997 по 25.12.1997",7.6,1675
2437,61,"Код ангела [D.N.Angel]","ТВ (26 эп.), 25 мин.","романтика, комедия, мистика","c 03.04.2003 по 25.09.2003",7.7,1450
2438,2230,"Лулу, ангел цветов [ТВ] []","ТВ (50 эп.), 25 мин.","махо-сёдзё","c 09.02.1979 по 08.02.1980",7.9,1447
2439,24969,"Sumiko []","ТВ (8 эп.), 5 мин.","комедия","c 04.07.2014 по 22.08.2014",2.0,""
2440,8493,"Щелкунчик Китаро - Фильм (1999) []","короткометражный фильм, 12 мин.","приключения, комедия, фэнтези","20.03.1999",2.0,""
2441,10197,"Ня-вампир []","ТВ (12 эп.), 5 мин.","комедия","c 06.07.2011 по 21.09.2011",7.0,3065
2442,7337,"Хеталия и страны Оси: Мир в белом [Hetalia: Axis Powers - Paint It, White!]","полнометражный фильм, 85 мин.","комедия","05.06.2010",7.1,2836
2443,5330,"Alice in Cyberland []","ТВ-спэшл (2 эп.), 25 мин.","приключения, фантастика","21.12.1996",5.0,""
2444,2572,"Fushigi no Kuni no Alice [Alice in Wonderland]","ТВ (24 эп. + 2 спэшла), 25 мин.","приключения, фэнтези","c 10.10.1983 по 26.03.1984",9.0,""
2445,8812,"Alice SOS []","ТВ (28 эп.), 25 мин.","приключения","c 06.04.1998 по 28.01.1999",7.5,""
2446,484,"Саюки (фильм) [Saiyuki Requiem]","полнометражный фильм, 100 мин.","приключения, мистика","18.08.2001",7.6,1768
